"","Band.Number","Band.Size","Specie.Name","Specie.Code","Date","Location","Session","date2","year","month","day","location2","Habitat","session2","Body_Size","Diet","Foraging_Strata","Primary_Habitat","Habitat_Breadth","Rarity_Range_Size","Rarity_Local_Abund","Rarity_Neotrop_Abund"
"4422","A53644","X","HELIANGELUS VIOLA","HEVI","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",2,"L","U","F"
"4423","A53603","X","METALLURA TYRIANTHINA","METY","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4424","A53604","X","METALLURA TYRIANTHINA","METY","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4425","A53645","X","METALLURA TYRIANTHINA","METY","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4426","A53646","X","ERIOCNEMIS LUCIANI","ERLU","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4427","A53647","X","LESBIA NUNA","LENU","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",1,"N","U/C","N",4,"L","R","F"
"4428","A53581","X","HELIANGELUS VIOLA","HEVI","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",2,"L","U","F"
"4429","2130","2","GRALLARIA RUFULA","GRRU","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",4,"I","T","F",2,"L","F","C"
"4430","2129","2","GRALLARIA RUFULA","GRRU","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",4,"I","T","F",2,"L","F","C"
"4431","2131","2","AMBLYCERCUS HOLOSERICEUS","AMHO","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",4,"I","U","F",3,"L","R","F"
"4432","2132","2","AMBLYCERCUS HOLOSERICEUS","AMHO","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",4,"I","U","F",3,"L","R","F"
"4433","1715","1","BASILEUTERUS NIGROCRISTATUS","BANI","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",2,"I","U/M","E",4,"L","F","C"
"4434","1716","1","DIGLOSSOPIS CYANEA","DICY","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",2,"O","C","F",2,"L","F","C"
"4435","1B455","1B","SCYTALOPUS LATRANS","SCLA","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",3,"I","U","F",1,"L","C","C"
"4436","555","0","MYIOBORUS MELANOCEPHALUS","MYME","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",2,"I","M/C","F",2,"L","C","C"
"4437","556","0","DIGLOSSOPIS CYANEA","DICY","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",2,"O","C","F",2,"L","F","C"
"4438","1634","RE","BASILEUTERUS CORONATUS","BACO","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",2,"I","U","F",2,"L","C","C"
"4439","1310","RE","HELLMAYREA GULARIS","HEGU","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",2,"I","U","F",2,"L","U","U"
"4440","1544","RE","HELLMAYREA GULARIS","HEGU","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",2,"I","U","F",2,"L","U","U"
"4441","1A132","RE","BUARREMON TORQUATUS","BUTO","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",4,"O","T/U","F",2,"L","U","F"
"4442","A53465","RE","METALLURA TYRIANTHINA","METY","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4443","1575","RE","HELLMAYREA GULARIS","HEGU","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",2,"I","U","F",2,"L","U","U"
"4444","A53514","RE","HELIANGELUS VIOLA","HEVI","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",1,"N","U/M","F",2,"L","U","F"
"4445","1A136","RE","BUARREMON TORQUATUS","BUTO","28-Aug-14","MAIN","SEGUNDA 14",2014-08-28,2014,8,28,"Mazan","forest.intro","SEGUNDA",4,"O","T/U","F",2,"L","U","F"
"4446","A53648","X","METALLURA TYRIANTHINA","METY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4447","A53649","X","COELIGENA IRIS","COIR","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"4448","A53598","X","METALLURA TYRIANTHINA","METY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4449","A53473","X","METALLURA TYRIANTHINA","METY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4450","A53606","X","METALLURA TYRIANTHINA","METY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4451","A53607","X","METALLURA TYRIANTHINA","METY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4452","A53650","X","COELIGENA IRIS","COIR","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"4453","A53582","X","HELIANGELUS VIOLA","HEVI","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",2,"L","U","F"
"4454","A53651","X","COELIGENA IRIS","COIR","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"4455","A53609","X","METALLURA TYRIANTHINA","METY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4456","A53608","X","METALLURA TYRIANTHINA","METY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4457","A53610","X","METALLURA TYRIANTHINA","METY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4458","A53652","X","COELIGENA IRIS","COIR","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"4459","A53653","X","ERIOCNEMIS VESTITUS","ERVE","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U","D",1,"L","F","C"
"4460","A53611","X","METALLURA TYRIANTHINA","METY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4461","A53654","X","HELIANGELUS VIOLA","HEVI","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",2,"L","U","F"
"4462","A53655","X","COELIGENA IRIS","COIR","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"4463","A53612","X","METALLURA TYRIANTHINA","METY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4464","A53613","X","ERIOCNEMIS VESTITUS","ERVE","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U","D",1,"L","F","C"
"4465","A53656","X","ERIOCNEMIS LUCIANI","ERLU","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4466","A53657","X","LAFRESNAYA LAFRESNAYI","LALA","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U","F",2,"L","F","F"
"4467","1717","1","HELLMAYREA GULARIS","HEGU","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"I","U","F",2,"L","U","U"
"4468","1719","1","DIGLOSSOPIS CYANEA","DICY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"O","C","F",2,"L","F","C"
"4469","1B456","1B","SCYTALOPUS LATRANS","SCLA","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",3,"I","U","F",1,"L","C","C"
"4470","2133","2","PSEUDOCOLAPTES BOISSONNEAUTII","PSBO","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",4,"I","M/C","F",2,"L","U","F"
"4471","2134","2","PSEUDOCOLAPTES BOISSONNEAUTII","PSBO","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",4,"I","M/C","F",2,"L","U","F"
"4472","0A200","0A","MYIOBORUS MELANOCEPHALUS","MYME","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"I","M/C","F",2,"L","C","C"
"4473","0A306","0A","OCHTHOECA RUFIPECTORALIS","OCRU","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",3,"I","U/C","D",4,"L","R","C"
"4474","0A307","0A","MYIOBORUS MELANOCEPHALUS","MYME","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"I","M/C","F",2,"L","C","C"
"4475","557","0","BASILEUTERUS NIGROCRISTATUS","BANI","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"I","U/M","E",4,"L","F","C"
"4476","558","0","OCHTHOECA RUFIPECTORALIS","OCRU","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",3,"I","U/C","D",4,"L","R","C"
"4477","559","0","DIGLOSSOPIS CYANEA","DICY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"O","C","F",2,"L","F","C"
"4478","560","0","BASILEUTERUS CORONATUS","BACO","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"I","U","F",2,"L","C","C"
"4479","561","0","DIGLOSSOPIS CYANEA","DICY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"O","C","F",2,"L","F","C"
"4480",NA,"UNB","TROGON PERSONATUS","TRPE","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",4,"F","M","F",1,"L","U","F"
"4481","1621","RE","BASILEUTERUS CORONATUS","BACO","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"I","U","F",2,"L","C","C"
"4482","1309","RE","BASILEUTERUS CORONATUS","BACO","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"I","U","F",2,"L","C","C"
"4483","0A148","RE","OCHTHOECA FRONTALIS","OCFR","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"I","U","F",2,"L","U","F"
"4484","1620","RE","DIGLOSSOPIS CYANEA","DICY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"O","C","F",2,"L","F","C"
"4485","1693","RE","BASILEUTERUS CORONATUS","BACO","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"I","U","F",2,"L","C","C"
"4486","1332","RE","DIGLOSSOPIS CYANEA","DICY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"O","C","F",2,"L","F","C"
"4487","A52776","RE","METALLURA TYRIANTHINA","METY","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4488","1B059","RE","BASILEUTERUS CORONATUS","BACO","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"I","U","F",2,"L","C","C"
"4489","0A161","RE","OCHTHOECA FRONTALIS","OCFR","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"I","U","F",2,"L","U","F"
"4490","0A167","RE","OCHTHOECA FRONTALIS","OCFR","29-Aug-14","MASE","SEGUNDA 14",2014-08-29,2014,8,29,"Mazan","forest.prim","SEGUNDA",2,"I","U","F",2,"L","U","F"
"4491","A53614","X","METALLURA TYRIANTHINA","METY","30-Aug-14","MASE","SEGUNDA 14",2014-08-30,2014,8,30,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4492","A53615","X","METALLURA TYRIANTHINA","METY","30-Aug-14","MASE","SEGUNDA 14",2014-08-30,2014,8,30,"Mazan","forest.prim","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4493","A53583","X","PTEROPHANES CYANOPTERUS","PTCY","30-Aug-14","MASE","SEGUNDA 14",2014-08-30,2014,8,30,"Mazan","forest.prim","SEGUNDA",2,"N","U/M","D",2,"S","R","F"
"4494","0A308","0A","MYIOBORUS MELANOCEPHALUS","MYME","30-Aug-14","MASE","SEGUNDA 14",2014-08-30,2014,8,30,"Mazan","forest.prim","SEGUNDA",2,"I","M/C","F",2,"L","C","C"
"4495","562","0","BASILEUTERUS CORONATUS","BACO","30-Aug-14","MASE","SEGUNDA 14",2014-08-30,2014,8,30,"Mazan","forest.prim","SEGUNDA",2,"I","U","F",2,"L","C","C"
"4496","563","0","TANGARA VASSORII","TAVA","30-Aug-14","MASE","SEGUNDA 14",2014-08-30,2014,8,30,"Mazan","forest.prim","SEGUNDA",3,"O","C","F",3,"L","F","F"
"4497","564","0","TANGARA VASSORII","TAVA","30-Aug-14","MASE","SEGUNDA 14",2014-08-30,2014,8,30,"Mazan","forest.prim","SEGUNDA",3,"O","C","F",3,"L","F","F"
"4498","1B059","RE","BASILEUTERUS CORONATUS","BACO","30-Aug-14","MASE","SEGUNDA 14",2014-08-30,2014,8,30,"Mazan","forest.prim","SEGUNDA",2,"I","U","F",2,"L","C","C"
"4574","A53546","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4575","A53532","X","METALLURA BARONI","MEBA","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"4576","A53528","X","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4577","A53547","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4578","A53548","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4579","A53366","X","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4580","A53549","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4581","A53550","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4582","A53551","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4583","A53552","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4584","A53553","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4585","A53554","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4586","A53534","X","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4587","A53557","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4588","A53535","X","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4589","A53536","X","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4590","A53558","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4591","A53560","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4592","A53537","X","METALLURA BARONI","MEBA","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"4593","A53559","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4594","A53561","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4595","A53562","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4596","A53538","X","METALLURA BARONI","MEBA","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"4597","A53563","X","HELIANGELUS VIOLA","HEVI","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","U","F"
"4598","A53564","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4599","A53539","X","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4600","A53570","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4601","A53540","X","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4602","A53569","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4603","A52534","X","PTEROPHANES CYANOPTERUS","PTCY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",2,"N","U/M","D",2,"S","R","F"
"4604","A53566","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4605","A53555","X","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4606","A53567","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4607","A53556","X","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4608","A53524","X","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4609","A53571","X","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4610","A53372","X","METALLURA BARONI","MEBA","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"4611","A53573","X","METALLURA BARONI","MEBA","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"4612","A53579","X","METALLURA BARONI","MEBA","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"4613","A53577","X","METALLURA BARONI","MEBA","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"4614","A53568","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4615","A53407","X","COELIGENA IRIS","COIR","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",4,"L","F","F"
"4616","A53406","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4617","A53574","X","METALLURA BARONI","MEBA","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"4618",NA,"UNB","METALLURA BARONI","MEBA","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"4619","A53575","X","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4620","A53409","X","ERIOCNEMIS LUCIANI","ERLU","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","F",2,"L","F","F"
"4621","A53576","X","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4622",NA,"UNB","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
"4623",NA,"UNB","METALLURA BARONI","MEBA","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/C","D",3,"S","C","F"
"4624",NA,"UNB","METALLURA TYRIANTHINA","METY","14-Aug-14","LLAV","SEGUNDA 14",2014-08-14,2014,8,14,"Llaviucu","forest.sec","SEGUNDA",1,"N","U/M","D",3,"L","C","C"
